timestamp,recording,method,ica1_pca_n_components,ica1_maternal_ic_index,path_a_selected_ic_index,path_a_selected_ic_peak_count,path_a_selected_ic_hr_bpm,path_a_selected_ic_is_valid,path_a_selected_ic_stability,path_a_selected_ic_score,ica2_pca_n_components,ica2_excluded_maternal_residual_ic_index,path_b_selected_ic_index,path_b_selected_ic_peak_count,path_b_selected_ic_hr_bpm,path_b_selected_ic_is_valid,path_b_selected_ic_stability,path_b_selected_ic_score,chosen_path_description,chosen_ic_index,chosen_ic_hr_bpm,chosen_ic_peak_count,chosen_ic_selection_score,chosen_ic_stability,low_confidence,confidence_gate_threshold,harmonic_confusion,sparse_annotation,ekf_used,final_peak_count,final_hr_bpm
20260624_133318,a12,PHASE_cinc2013_metadata,3.0,2.0,0.0,134.0,136.8652,1.0,1.0,0.5189,3.0,2.0,3.0,133.0,135.2097,1.0,1.0,0.6207,B_WSVD_ICA2_IC4_135bpm,3.0,135.2097,133.0,0.6207,1.0,0.0,0.3,0.0,0.0,1.0,133.0,135.2097
20260624_133318,a13,PHASE_cinc2013_metadata,3.0,2.0,0.0,122.0,132.8596,1.0,0.6,0.3535,3.0,1.0,0.0,120.0,123.2801,1.0,0.9999,0.5302,B_WSVD_ICA2_IC1_123bpm,0.0,123.2801,120.0,0.5302,0.9999,0.0,0.3,0.0,0.0,1.0,120.0,123.28
20260624_133318,a14,PHASE_cinc2013_metadata,3.0,2.0,1.0,114.0,122.5914,1.0,0.9999,0.4772,3.0,2.0,1.0,115.0,119.1376,1.0,0.4034,0.5834,B_WSVD_ICA2_IC2_119bpm,1.0,119.1376,115.0,0.5834,0.4034,0.0,0.3,0.0,0.0,1.0,115.0,119.1394
20260624_133318,a15,PHASE_cinc2013_metadata,3.0,2.0,0.0,134.0,134.895,1.0,0.3021,0.9813,3.0,1.0,3.0,131.0,133.2101,1.0,0.4,1.041,B_WSVD_ICA2_IC4_133bpm,3.0,133.2101,131.0,1.041,0.4,0.0,0.3,0.0,0.0,1.0,131.0,133.2185
20260624_133318,a16,PHASE_cinc2013_metadata,3.0,1.0,2.0,97.0,128.0296,1.0,0.6007,0.157,4.0,0.0,1.0,118.0,129.4696,1.0,0.6001,0.1247,A_ICA1_direct_IC3_128bpm,2.0,128.0296,97.0,0.157,0.6007,1.0,0.3,0.0,0.0,1.0,98.0,129.3156
20260624_133318,a17,PHASE_cinc2013_metadata,3.0,2.0,1.0,132.0,132.2187,1.0,0.4,0.9407,4.0,0.0,1.0,123.0,127.331,1.0,0.4002,0.751,A_ICA1_direct_IC2_132bpm,1.0,132.2187,132.0,0.9407,0.4,0.0,0.3,0.0,0.0,1.0,132.0,132.2586
20260624_133318,a18,PHASE_cinc2013_metadata,3.0,1.0,0.0,111.0,111.5876,1.0,0.891,0.3614,3.0,1.0,3.0,111.0,111.5832,1.0,0.6001,0.3424,A_ICA1_direct_IC1_112bpm,0.0,111.5876,111.0,0.3614,0.891,0.0,0.3,0.0,0.0,1.0,111.0,111.5873
20260624_133318,a19,PHASE_cinc2013_metadata,3.0,2.0,1.0,110.0,124.6204,1.0,1.0,0.287,3.0,1.0,2.0,120.0,123.3889,1.0,1.0,0.6239,B_WSVD_ICA2_IC3_123bpm,2.0,123.3889,120.0,0.6239,1.0,0.0,0.3,0.0,0.0,1.0,120.0,123.3889
20260624_133318,a20,PHASE_cinc2013_metadata,3.0,2.0,0.0,125.0,135.1214,1.0,0.4001,0.2733,3.0,1.0,0.0,124.0,128.1872,1.0,1.0,0.4818,B_WSVD_ICA2_IC1_128bpm,0.0,128.1872,124.0,0.4818,1.0,0.0,0.3,0.0,0.0,1.0,124.0,128.1875
20260624_133318,a21,PHASE_cinc2013_metadata,3.0,2.0,0.0,141.0,145.5164,1.0,0.4,0.4978,3.0,1.0,0.0,139.0,143.6285,1.0,1.0,0.4817,B_WSVD_ICA2_IC1_144bpm,0.0,143.6285,139.0,0.4817,1.0,0.0,0.3,0.0,0.0,1.0,139.0,143.6169
20260624_133318,a22,PHASE_cinc2013_metadata,3.0,2.0,1.0,126.0,125.3701,1.0,0.4,1.2866,3.0,0.0,1.0,126.0,125.3777,1.0,0.6,1.2565,B_WSVD_ICA2_IC2_125bpm,1.0,125.3777,126.0,1.2565,0.6,0.0,0.3,0.0,0.0,1.0,126.0,125.379
20260624_133318,a23,PHASE_cinc2013_metadata,3.0,2.0,0.0,136.0,142.5163,1.0,0.4002,0.2344,3.0,1.0,3.0,122.0,124.5337,1.0,0.4,0.5502,B_WSVD_ICA2_IC4_125bpm,3.0,124.5337,122.0,0.5502,0.4,0.0,0.3,0.0,0.0,1.0,123.0,124.9607
20260624_133318,a24,PHASE_cinc2013_metadata,3.0,2.0,1.0,116.0,129.9818,1.0,1.0,0.2556,3.0,1.0,3.0,120.0,121.5969,1.0,0.4011,0.7438,B_WSVD_ICA2_IC4_122bpm,3.0,121.5969,120.0,0.7438,0.4011,0.0,0.3,0.0,0.0,1.0,120.0,121.5981
20260624_133318,a25,PHASE_cinc2013_metadata,3.0,2.0,1.0,107.0,123.4255,1.0,1.0,0.2998,3.0,1.0,0.0,116.0,120.3152,1.0,1.0,0.4979,B_WSVD_ICA2_IC1_120bpm,0.0,120.3152,116.0,0.4979,1.0,0.0,0.3,0.0,0.0,1.0,117.0,120.8363
20260624_133318,a26,PHASE_cinc2013_metadata,3.0,1.0,0.0,136.0,139.4314,1.0,0.8029,0.4247,3.0,1.0,0.0,139.0,141.0015,1.0,0.9062,0.5151,B_WSVD_ICA2_IC1_141bpm,0.0,141.0015,139.0,0.5151,0.9062,0.0,0.3,0.0,0.0,1.0,139.0,141.015
20260624_133318,a27,PHASE_cinc2013_metadata,3.0,1.0,0.0,132.0,134.6043,1.0,0.6004,0.7874,3.0,1.0,0.0,132.0,134.7737,1.0,1.0,0.7569,B_WSVD_ICA2_IC1_135bpm,0.0,134.7737,132.0,0.7569,1.0,0.0,0.3,0.0,0.0,1.0,133.0,136.0104
20260624_133318,a28,PHASE_cinc2013_metadata,3.0,2.0,0.0,141.0,148.9857,1.0,1.0,0.5657,3.0,0.0,3.0,148.0,157.1558,1.0,1.0,0.7397,B_WSVD_ICA2_IC4_157bpm,3.0,157.1558,148.0,0.7397,1.0,0.0,0.3,0.0,0.0,1.0,148.0,157.1876
20260624_133318,a29,PHASE_cinc2013_metadata,3.0,1.0,2.0,126.0,137.644,1.0,0.6259,0.3773,3.0,1.0,3.0,131.0,135.5035,1.0,0.4055,0.4803,B_WSVD_ICA2_IC4_136bpm,3.0,135.5035,131.0,0.4803,0.4055,0.0,0.3,0.0,0.0,1.0,132.0,136.3658
20260624_133318,a30,PHASE_cinc2013_metadata,3.0,1.0,0.0,135.0,142.9803,1.0,0.6,0.2901,3.0,0.0,3.0,130.0,135.8699,1.0,0.6,0.5099,B_WSVD_ICA2_IC4_136bpm,3.0,135.8699,130.0,0.5099,0.6,0.0,0.3,0.0,0.0,1.0,130.0,135.4377
20260624_133318,a31,PHASE_cinc2013_metadata,3.0,2.0,0.0,137.0,144.7921,1.0,0.9984,0.2903,3.0,1.0,3.0,131.0,134.2007,1.0,0.4121,0.4109,B_WSVD_ICA2_IC4_134bpm,3.0,134.2007,131.0,0.4109,0.4121,0.0,0.3,0.0,0.0,1.0,132.0,135.123
20260624_133318,a32,PHASE_cinc2013_metadata,3.0,1.0,3.0,152.0,152.0763,1.0,0.4002,0.9367,3.0,1.0,0.0,152.0,152.1585,1.0,0.6003,0.9202,B_WSVD_ICA2_IC1_152bpm,0.0,152.1585,152.0,0.9202,0.6003,0.0,0.3,0.0,0.0,1.0,152.0,152.127
20260624_133318,a33,PHASE_cinc2013_metadata,3.0,0.0,2.0,142.0,144.0499,1.0,0.4001,1.3243,3.0,0.0,1.0,139.0,142.3495,1.0,0.4007,0.9959,A_ICA1_direct_IC3_144bpm,2.0,144.0499,142.0,1.3243,0.4001,0.0,0.3,0.0,0.0,1.0,142.0,144.1601
20260624_133318,a34,PHASE_cinc2013_metadata,3.0,0.0,1.0,134.0,142.4377,1.0,0.401,0.3081,3.0,2.0,1.0,127.0,133.4681,1.0,0.4015,0.5889,B_WSVD_ICA2_IC2_133bpm,1.0,133.4681,127.0,0.5889,0.4015,0.0,0.3,0.0,0.0,1.0,128.0,134.4732
20260624_133318,a35,PHASE_cinc2013_metadata,3.0,2.0,1.0,131.0,144.2799,1.0,1.0,0.518,3.0,2.0,1.0,145.0,153.1599,1.0,0.3001,0.7871,B_WSVD_ICA2_IC2_153bpm,1.0,153.1599,145.0,0.7871,0.3001,0.0,0.3,0.0,0.0,1.0,145.0,153.1401
20260624_133318,a36,PHASE_cinc2013_metadata,3.0,2.0,0.0,141.0,149.6194,1.0,0.4,0.4492,3.0,2.0,3.0,148.0,155.8452,1.0,0.4,0.8272,B_WSVD_ICA2_IC4_156bpm,3.0,155.8452,148.0,0.8272,0.4,0.0,0.3,0.0,0.0,1.0,148.0,155.8374
20260624_133318,a37,PHASE_cinc2013_metadata,3.0,2.0,0.0,136.0,143.3477,1.0,0.4,0.2863,3.0,1.0,2.0,136.0,143.1858,1.0,0.6,0.3017,B_WSVD_ICA2_IC3_143bpm,2.0,143.1858,136.0,0.3017,0.6,0.0,0.3,0.0,0.0,1.0,137.0,144.1909
20260624_133318,a38,PHASE_cinc2013_metadata,3.0,1.0,0.0,134.0,141.8852,1.0,0.6003,0.3453,3.0,0.0,3.0,148.0,153.2737,1.0,0.4016,0.3495,B_WSVD_ICA2_IC4_153bpm,3.0,153.2737,148.0,0.3495,0.4016,0.0,0.3,0.0,0.0,1.0,148.0,153.2784
20260624_133318,a39,PHASE_cinc2013_metadata,3.0,1.0,0.0,141.0,148.9756,1.0,0.6001,0.2815,3.0,1.0,2.0,139.0,146.3294,1.0,1.0,0.2871,B_WSVD_ICA2_IC3_146bpm,2.0,146.3294,139.0,0.2871,1.0,1.0,0.3,0.0,0.0,1.0,138.0,146.7119
20260624_133318,a40,PHASE_cinc2013_metadata,3.0,1.0,0.0,130.0,137.6969,1.0,0.4001,0.2958,3.0,2.0,3.0,140.0,144.8771,1.0,0.402,0.4553,B_WSVD_ICA2_IC4_145bpm,3.0,144.8771,140.0,0.4553,0.402,0.0,0.3,0.0,0.0,1.0,140.0,144.8747
20260624_133318,a41,PHASE_cinc2013_metadata,3.0,1.0,2.0,135.0,135.3983,1.0,0.6002,0.9015,3.0,0.0,1.0,126.0,132.1548,1.0,0.4019,0.5863,A_ICA1_direct_IC3_135bpm,2.0,135.3983,135.0,0.9015,0.6002,0.0,0.3,0.0,0.0,1.0,135.0,135.3963
20260624_133318,a42,PHASE_cinc2013_metadata,3.0,1.0,0.0,138.0,146.2347,1.0,0.4288,0.2878,3.0,0.0,1.0,142.0,146.4872,1.0,1.0,0.6745,B_WSVD_ICA2_IC2_146bpm,1.0,146.4872,142.0,0.6745,1.0,0.0,0.3,0.0,0.0,1.0,143.0,147.0289
20260624_133318,a43,PHASE_cinc2013_metadata,3.0,1.0,3.0,158.0,157.8866,1.0,0.4,1.0883,3.0,1.0,3.0,156.0,156.8315,1.0,0.4001,0.8997,A_ICA1_direct_IC4_158bpm,3.0,157.8866,158.0,1.0883,0.4,0.0,0.3,0.0,0.0,1.0,158.0,157.8815
20260624_133318,a44,PHASE_cinc2013_metadata,3.0,2.0,0.0,147.0,158.4398,1.0,0.4001,0.7943,3.0,0.0,2.0,153.0,157.8163,1.0,1.0,1.0316,B_WSVD_ICA2_IC3_158bpm,2.0,157.8163,153.0,1.0316,1.0,0.0,0.3,0.0,0.0,1.0,153.0,157.8193
20260624_133318,a45,PHASE_cinc2013_metadata,3.0,0.0,2.0,140.0,148.6402,1.0,0.4,0.2594,3.0,2.0,1.0,142.0,143.8874,1.0,1.0,0.3661,B_WSVD_ICA2_IC2_144bpm,1.0,143.8874,142.0,0.3661,1.0,0.0,0.3,0.0,0.0,1.0,142.0,143.9099
20260624_133318,a46,PHASE_cinc2013_metadata,3.0,1.0,2.0,135.0,142.8085,1.0,0.6,0.2703,3.0,0.0,2.0,132.0,133.2354,1.0,0.4005,0.4354,B_WSVD_ICA2_IC3_133bpm,2.0,133.2354,132.0,0.4354,0.4005,0.0,0.3,0.0,0.0,1.0,132.0,133.9429
20260624_133318,a47,PHASE_cinc2013_metadata,3.0,1.0,2.0,142.0,143.2869,1.0,0.6,0.5126,3.0,2.0,1.0,142.0,142.207,1.0,0.4004,0.5382,B_WSVD_ICA2_IC2_142bpm,1.0,142.207,142.0,0.5382,0.4004,0.0,0.3,0.0,0.0,1.0,142.0,142.2083
20260624_133318,a48,PHASE_cinc2013_metadata,3.0,1.0,0.0,109.0,126.8206,1.0,0.2009,0.3337,3.0,2.0,1.0,137.0,137.3446,1.0,0.4001,0.4297,B_WSVD_ICA2_IC2_137bpm,1.0,137.3446,137.0,0.4297,0.4001,0.0,0.3,0.0,0.0,1.0,137.0,137.339
20260624_133318,a49,PHASE_cinc2013_metadata,3.0,1.0,0.0,146.0,147.1687,1.0,0.4001,0.9919,3.0,1.0,0.0,146.0,147.003,1.0,1.0,0.6668,A_ICA1_direct_IC1_147bpm,0.0,147.1687,146.0,0.9919,0.4001,0.0,0.3,0.0,0.0,1.0,146.0,147.0852
20260624_133318,a50,PHASE_cinc2013_metadata,3.0,1.0,3.0,141.0,141.3467,1.0,0.4,0.8621,3.0,1.0,3.0,141.0,141.3563,1.0,0.4024,0.8549,B_WSVD_ICA2_IC4_141bpm,3.0,141.3563,141.0,0.8549,0.4024,0.0,0.3,0.0,0.0,1.0,141.0,141.3562
20260624_133318,a51,PHASE_cinc2013_metadata,3.0,2.0,0.0,127.0,135.7442,1.0,0.6,0.6037,3.0,1.0,3.0,132.0,138.2473,1.0,0.6001,0.6329,B_WSVD_ICA2_IC4_138bpm,3.0,138.2473,132.0,0.6329,0.6001,0.0,0.3,0.0,0.0,1.0,132.0,138.0185
20260624_133318,a52,PHASE_cinc2013_metadata,3.0,1.0,0.0,137.0,140.3928,1.0,0.4007,0.6105,3.0,0.0,1.0,128.0,138.9594,1.0,0.2036,0.581,A_ICA1_direct_IC1_140bpm,0.0,140.3928,137.0,0.6105,0.4007,0.0,0.3,0.0,0.0,1.0,137.0,140.4038
20260624_133318,a53,PHASE_cinc2013_metadata,3.0,1.0,0.0,138.0,145.6481,1.0,0.4,0.2948,3.0,2.0,3.0,144.0,149.0518,1.0,0.6001,0.6991,B_WSVD_ICA2_IC4_149bpm,3.0,149.0518,144.0,0.6991,0.6001,0.0,0.3,0.0,0.0,1.0,144.0,149.0438
20260624_133318,a54,PHASE_cinc2013_metadata,3.0,0.0,2.0,135.0,144.0427,1.0,0.6,0.308,3.0,0.0,2.0,134.0,142.9682,1.0,0.4026,0.2878,A_ICA1_direct_IC3_144bpm,2.0,144.0427,135.0,0.308,0.6,0.0,0.3,0.0,1.0,1.0,136.0,144.9643
20260624_133318,a55,PHASE_cinc2013_metadata,3.0,1.0,3.0,136.0,143.8918,1.0,0.5464,0.2715,3.0,2.0,0.0,143.0,143.6775,1.0,0.4,0.4078,B_WSVD_ICA2_IC1_144bpm,0.0,143.6775,143.0,0.4078,0.4,0.0,0.3,0.0,0.0,1.0,143.0,143.7775
20260624_133318,a56,PHASE_cinc2013_metadata,3.0,1.0,0.0,135.0,138.2215,1.0,0.4,0.4432,3.0,0.0,2.0,139.0,146.7063,1.0,0.6001,0.4586,B_WSVD_ICA2_IC3_147bpm,2.0,146.7063,139.0,0.4586,0.6001,0.0,0.3,0.0,0.0,1.0,139.0,146.956
20260624_133318,a57,PHASE_cinc2013_metadata,3.0,1.0,3.0,148.0,148.2884,1.0,0.4001,1.2465,3.0,1.0,3.0,148.0,148.246,1.0,0.4001,1.1732,A_ICA1_direct_IC4_148bpm,3.0,148.2884,148.0,1.2465,0.4001,0.0,0.3,0.0,0.0,1.0,148.0,148.2573
20260624_133318,a58,PHASE_cinc2013_metadata,3.0,1.0,3.0,137.0,137.8796,1.0,0.4001,0.6128,3.0,2.0,0.0,129.0,133.1509,1.0,1.0,0.6661,B_WSVD_ICA2_IC1_133bpm,0.0,133.1509,129.0,0.6661,1.0,0.0,0.3,0.0,0.0,1.0,129.0,133.1532
20260624_133318,a59,PHASE_cinc2013_metadata,3.0,1.0,3.0,153.0,153.6225,1.0,0.4001,0.9631,3.0,1.0,3.0,153.0,153.6425,1.0,0.4,0.9528,B_WSVD_ICA2_IC4_154bpm,3.0,153.6425,153.0,0.9528,0.4,0.0,0.3,0.0,0.0,1.0,153.0,153.6445
20260624_133318,a60,PHASE_cinc2013_metadata,3.0,1.0,0.0,140.0,147.1601,1.0,0.6,0.3315,3.0,2.0,1.0,139.0,146.049,1.0,1.0,0.2951,A_ICA1_direct_IC1_147bpm,0.0,147.1601,140.0,0.3315,0.6,0.0,0.3,0.0,0.0,1.0,140.0,147.163
20260624_133318,a61,PHASE_cinc2013_metadata,3.0,1.0,0.0,132.0,139.693,1.0,0.4002,0.3234,3.0,2.0,1.0,136.0,139.1798,1.0,0.9999,0.5316,B_WSVD_ICA2_IC2_139bpm,1.0,139.1798,136.0,0.5316,0.9999,0.0,0.3,0.0,0.0,1.0,136.0,139.1751
20260624_133318,a62,PHASE_cinc2013_metadata,3.0,0.0,2.0,135.0,143.1684,1.0,0.4001,0.2631,3.0,0.0,2.0,132.0,140.8359,1.0,0.4895,0.418,B_WSVD_ICA2_IC3_141bpm,2.0,140.8359,132.0,0.418,0.4895,0.0,0.3,0.0,0.0,1.0,133.0,141.7144
20260624_133318,a63,PHASE_cinc2013_metadata,3.0,1.0,2.0,139.0,139.7071,1.0,0.5188,0.5444,3.0,1.0,0.0,137.0,141.364,1.0,0.4008,0.3284,A_ICA1_direct_IC3_140bpm,2.0,139.7071,139.0,0.5444,0.5188,0.0,0.3,0.0,0.0,1.0,139.0,139.709
20260624_133318,a64,PHASE_cinc2013_metadata,3.0,1.0,2.0,136.0,137.016,1.0,0.6005,0.6086,3.0,1.0,0.0,135.0,137.7715,1.0,0.6008,0.4377,A_ICA1_direct_IC3_137bpm,2.0,137.016,136.0,0.6086,0.6005,0.0,0.3,0.0,0.0,1.0,136.0,137.0924
20260624_133318,a65,PHASE_cinc2013_metadata,3.0,1.0,2.0,141.0,147.8802,1.0,0.6001,0.3105,3.0,1.0,3.0,131.0,138.3568,1.0,1.0,0.3222,B_WSVD_ICA2_IC4_138bpm,3.0,138.3568,131.0,0.3222,1.0,0.0,0.3,0.0,0.0,1.0,130.0,137.4944
20260624_133318,a66,PHASE_cinc2013_metadata,3.0,1.0,3.0,138.0,145.1183,1.0,0.4001,0.2774,3.0,2.0,1.0,125.0,127.5828,1.0,1.0,0.452,B_WSVD_ICA2_IC2_128bpm,1.0,127.5828,125.0,0.452,1.0,0.0,0.3,0.0,0.0,1.0,125.0,127.5796
20260624_133318,a67,PHASE_cinc2013_metadata,3.0,2.0,0.0,135.0,142.5723,1.0,1.0,0.3018,3.0,0.0,3.0,135.0,143.975,1.0,0.6005,0.5846,B_WSVD_ICA2_IC4_144bpm,3.0,143.975,135.0,0.5846,0.6005,0.0,0.3,0.0,0.0,1.0,135.0,143.9823
20260624_133318,a68,PHASE_cinc2013_metadata,3.0,1.0,3.0,140.0,140.6334,1.0,0.4,0.7455,3.0,1.0,3.0,140.0,140.6375,1.0,0.4,0.7523,B_WSVD_ICA2_IC4_141bpm,3.0,140.6375,140.0,0.7523,0.4,0.0,0.3,0.0,0.0,1.0,140.0,140.636
20260624_133318,a69,PHASE_cinc2013_metadata,3.0,2.0,1.0,139.0,144.8142,1.0,1.0,0.3521,3.0,0.0,2.0,133.0,139.9042,1.0,0.6001,1.0272,B_WSVD_ICA2_IC3_140bpm,2.0,139.9042,133.0,1.0272,0.6001,0.0,0.3,0.0,0.0,1.0,132.0,139.0309
20260624_133318,a70,PHASE_cinc2013_metadata,3.0,1.0,2.0,138.0,144.6551,1.0,0.6,0.2817,3.0,0.0,3.0,132.0,136.17,1.0,1.0,0.4308,B_WSVD_ICA2_IC4_136bpm,3.0,136.17,132.0,0.4308,1.0,0.0,0.3,0.0,0.0,1.0,133.0,136.6925
20260624_133318,a71,PHASE_cinc2013_metadata,3.0,1.0,3.0,135.0,143.8558,1.0,0.6001,0.3133,3.0,2.0,3.0,135.0,145.2295,1.0,1.0,0.3195,B_WSVD_ICA2_IC4_145bpm,3.0,145.2295,135.0,0.3195,1.0,0.0,0.3,0.0,0.0,1.0,135.0,145.2995
20260624_133318,a72,PHASE_cinc2013_metadata,3.0,2.0,0.0,160.0,162.6818,1.0,0.4,0.5054,3.0,2.0,1.0,152.0,158.1084,1.0,0.6001,0.687,B_WSVD_ICA2_IC2_158bpm,1.0,158.1084,152.0,0.687,0.6001,0.0,0.3,0.0,0.0,1.0,152.0,158.108
20260624_133318,a73,PHASE_cinc2013_metadata,3.0,1.0,2.0,141.0,148.2948,1.0,0.6001,0.2729,3.0,1.0,0.0,138.0,145.5358,1.0,0.6002,0.2803,B_WSVD_ICA2_IC1_146bpm,0.0,145.5358,138.0,0.2803,0.6002,1.0,0.3,0.0,0.0,1.0,137.0,144.4958
20260624_133318,a74,PHASE_cinc2013_metadata,3.0,1.0,0.0,136.0,144.9169,1.0,0.6,0.3138,3.0,0.0,3.0,135.0,138.9416,1.0,0.5662,0.4103,B_WSVD_ICA2_IC4_139bpm,3.0,138.9416,135.0,0.4103,0.5662,0.0,0.3,0.0,0.0,1.0,135.0,138.9435
20260624_133318,a75,PHASE_cinc2013_metadata,3.0,1.0,0.0,135.0,135.3894,1.0,0.602,0.7187,3.0,1.0,2.0,133.0,135.2845,1.0,0.4002,0.3782,A_ICA1_direct_IC1_135bpm,0.0,135.3894,135.0,0.7187,0.602,0.0,0.3,0.0,0.0,1.0,135.0,135.3857
