timestamp,recording,method,ica1_pca_n_components,ica1_maternal_ic_index,path_a_selected_ic_index,path_a_selected_ic_peak_count,path_a_selected_ic_hr_bpm,path_a_selected_ic_is_valid,path_a_selected_ic_stability,path_a_selected_ic_score,ica2_pca_n_components,ica2_excluded_maternal_residual_ic_index,path_b_selected_ic_index,path_b_selected_ic_peak_count,path_b_selected_ic_hr_bpm,path_b_selected_ic_is_valid,path_b_selected_ic_stability,path_b_selected_ic_score,chosen_path_description,chosen_ic_index,chosen_ic_hr_bpm,chosen_ic_peak_count,chosen_ic_selection_score,chosen_ic_stability,low_confidence,confidence_gate_threshold,harmonic_confusion,sparse_annotation,ekf_used,final_peak_count,final_hr_bpm
20260622_160257,a23,PHASE_cinc2013_metadata,3.0,2.0,0.0,103.0,116.981,1.0,0.2017,0.1316,3.0,1.0,2.0,122.0,124.4076,1.0,1.0,0.4845,B_WSVD_ICA2_IC3_124bpm,2.0,124.4076,122.0,0.4845,1.0,0.0,0.05,0.0,0.0,1.0,122.0,124.4076
20260622_160257,a24,PHASE_cinc2013_metadata,3.0,2.0,0.0,116.0,129.9965,1.0,1.0,0.2357,3.0,1.0,2.0,120.0,121.6589,1.0,1.0,0.5646,B_WSVD_ICA2_IC3_122bpm,2.0,121.6589,120.0,0.5646,1.0,0.0,0.05,0.0,0.0,1.0,121.0,122.199
20260622_160257,a25,PHASE_cinc2013_metadata,3.0,2.0,0.0,108.0,124.7104,1.0,1.0,0.2615,3.0,1.0,0.0,116.0,120.2907,1.0,1.0,0.4584,B_WSVD_ICA2_IC1_120bpm,0.0,120.2907,116.0,0.4584,1.0,0.0,0.05,0.0,0.0,1.0,116.0,120.2907
20260622_160257,a26,PHASE_cinc2013_metadata,3.0,1.0,0.0,109.0,123.0735,1.0,0.2013,0.2677,3.0,1.0,2.0,139.0,138.6176,1.0,0.6002,0.4983,B_WSVD_ICA2_IC3_139bpm,2.0,138.6176,139.0,0.4983,0.6002,1.0,0.05,1.0,0.0,1.0,139.0,138.5974
20260622_160257,a27,PHASE_cinc2013_metadata,3.0,1.0,0.0,134.0,137.7508,1.0,0.6012,0.7125,3.0,1.0,0.0,132.0,135.6349,1.0,0.4026,0.7289,B_WSVD_ICA2_IC1_136bpm,0.0,135.6349,132.0,0.7289,0.4026,0.0,0.05,0.0,0.0,1.0,132.0,135.9457
20260622_160257,a28,PHASE_cinc2013_metadata,3.0,2.0,0.0,141.0,148.9857,1.0,1.0,0.5265,3.0,0.0,2.0,149.0,157.9387,1.0,0.6,0.6365,B_WSVD_ICA2_IC3_158bpm,2.0,157.9387,149.0,0.6365,0.6,0.0,0.05,0.0,0.0,1.0,149.0,157.9614
20260622_160257,a29,PHASE_cinc2013_metadata,3.0,1.0,0.0,133.0,139.3106,1.0,0.4044,0.3473,3.0,1.0,0.0,128.0,137.1383,1.0,0.4042,0.2996,A_ICA1_direct_IC1_139bpm,0.0,139.3106,133.0,0.3473,0.4044,1.0,0.05,1.0,0.0,1.0,132.0,138.8555
20260622_160257,a30,PHASE_cinc2013_metadata,3.0,1.0,0.0,142.0,148.6579,1.0,0.3365,0.2899,3.0,0.0,2.0,130.0,137.6997,1.0,0.6001,0.4461,B_WSVD_ICA2_IC3_138bpm,2.0,137.6997,130.0,0.4461,0.6001,0.0,0.05,0.0,0.0,1.0,130.0,137.8112
20260622_160257,a31,PHASE_cinc2013_metadata,3.0,2.0,1.0,137.0,147.1592,1.0,0.4009,0.277,3.0,1.0,0.0,132.0,136.3139,1.0,0.4,0.3382,B_WSVD_ICA2_IC1_136bpm,0.0,136.3139,132.0,0.3382,0.4,0.0,0.05,0.0,0.0,1.0,132.0,136.3056
20260622_160257,a32,PHASE_cinc2013_metadata,3.0,1.0,0.0,152.0,152.1103,1.0,0.6002,0.8952,3.0,1.0,0.0,152.0,152.1599,1.0,0.6001,0.9037,B_WSVD_ICA2_IC1_152bpm,0.0,152.1599,152.0,0.9037,0.6001,0.0,0.05,0.0,0.0,1.0,152.0,152.1298
20260622_160257,a33,PHASE_cinc2013_metadata,3.0,0.0,2.0,142.0,144.0499,1.0,0.4001,1.2454,3.0,0.0,1.0,139.0,142.351,1.0,0.4006,0.9627,A_ICA1_direct_IC3_144bpm,2.0,144.0499,142.0,1.2454,0.4001,0.0,0.05,0.0,0.0,1.0,142.0,144.1601
20260622_160257,a34,PHASE_cinc2013_metadata,3.0,0.0,2.0,135.0,141.4965,1.0,0.4002,0.2632,3.0,2.0,1.0,137.0,143.7706,1.0,1.0,0.2818,B_WSVD_ICA2_IC2_144bpm,1.0,143.7706,137.0,0.2818,1.0,1.0,0.05,1.0,0.0,1.0,136.0,142.7088
20260622_160257,a35,PHASE_cinc2013_metadata,3.0,2.0,1.0,131.0,144.2799,1.0,1.0,0.4645,3.0,2.0,1.0,148.0,155.1458,1.0,0.3009,0.7715,B_WSVD_ICA2_IC2_155bpm,1.0,155.1458,148.0,0.7715,0.3009,0.0,0.05,0.0,0.0,1.0,148.0,155.1302
20260622_160257,a36,PHASE_cinc2013_metadata,3.0,2.0,0.0,134.0,143.0301,1.0,1.0,0.2776,3.0,2.0,1.0,149.0,156.655,1.0,1.0,0.4998,B_WSVD_ICA2_IC2_157bpm,1.0,156.655,149.0,0.4998,1.0,0.0,0.05,0.0,0.0,1.0,149.0,156.6463
20260622_160257,a37,PHASE_cinc2013_metadata,3.0,2.0,0.0,137.0,145.2021,1.0,1.0,0.2435,3.0,0.0,2.0,109.0,118.9834,1.0,0.4,0.4137,B_WSVD_ICA2_IC3_119bpm,2.0,118.9834,109.0,0.4137,0.4,0.0,0.05,0.0,0.0,1.0,108.0,118.0927
20260622_160257,a38,PHASE_cinc2013_metadata,3.0,1.0,2.0,109.0,124.6264,1.0,0.4009,0.1207,3.0,0.0,2.0,148.0,153.2751,1.0,0.4001,0.3042,B_WSVD_ICA2_IC3_153bpm,2.0,153.2751,148.0,0.3042,0.4001,1.0,0.05,1.0,0.0,1.0,148.0,153.2741
20260622_160257,a39,PHASE_cinc2013_metadata,3.0,1.0,0.0,139.0,147.3612,1.0,0.3439,0.2887,3.0,0.0,2.0,112.0,124.9951,1.0,0.4,0.3834,B_WSVD_ICA2_IC3_125bpm,2.0,124.9951,112.0,0.3834,0.4,0.0,0.05,0.0,0.0,1.0,112.0,124.9954
20260622_160257,a40,PHASE_cinc2013_metadata,3.0,1.0,2.0,133.0,141.7377,1.0,0.6,0.2509,3.0,2.0,1.0,108.0,126.551,1.0,1.0,0.435,B_WSVD_ICA2_IC2_127bpm,1.0,126.551,108.0,0.435,1.0,0.0,0.05,0.0,0.0,1.0,108.0,126.5602
20260622_160257,a41,PHASE_cinc2013_metadata,3.0,1.0,2.0,135.0,135.3983,1.0,0.6002,0.7596,3.0,0.0,1.0,126.0,132.4773,1.0,0.6012,0.4861,A_ICA1_direct_IC3_135bpm,2.0,135.3983,135.0,0.7596,0.6002,0.0,0.05,0.0,0.0,1.0,135.0,135.3963
20260622_160257,a42,PHASE_cinc2013_metadata,3.0,1.0,0.0,133.0,144.4456,1.0,0.6,0.283,3.0,2.0,0.0,140.0,145.5611,1.0,0.4125,0.4897,B_WSVD_ICA2_IC1_146bpm,0.0,145.5611,140.0,0.4897,0.4125,1.0,0.05,1.0,0.0,1.0,140.0,145.5242
20260622_160257,a43,PHASE_cinc2013_metadata,3.0,1.0,0.0,158.0,157.8977,1.0,0.6003,0.9405,3.0,1.0,0.0,156.0,156.8666,1.0,0.6002,0.7401,A_ICA1_direct_IC1_158bpm,0.0,157.8977,158.0,0.9405,0.6003,0.0,0.05,0.0,0.0,1.0,158.0,157.8974
20260622_160257,a44,PHASE_cinc2013_metadata,3.0,2.0,1.0,145.0,157.0041,1.0,1.0,0.6893,3.0,0.0,2.0,150.0,156.0876,1.0,0.6,0.7767,B_WSVD_ICA2_IC3_156bpm,2.0,156.0876,150.0,0.7767,0.6,0.0,0.05,0.0,0.0,1.0,150.0,156.0892
20260622_160257,a45,PHASE_cinc2013_metadata,3.0,0.0,2.0,140.0,148.6405,1.0,0.4,0.255,3.0,2.0,0.0,142.0,143.9308,1.0,0.4,0.339,B_WSVD_ICA2_IC1_144bpm,0.0,143.9308,142.0,0.339,0.4,0.0,0.05,0.0,0.0,1.0,142.0,143.9092
20260622_160257,a46,PHASE_cinc2013_metadata,3.0,1.0,0.0,137.0,145.3454,1.0,0.6,0.2579,3.0,0.0,2.0,132.0,133.5492,1.0,0.4004,0.3776,B_WSVD_ICA2_IC3_134bpm,2.0,133.5492,132.0,0.3776,0.4004,0.0,0.05,0.0,0.0,1.0,132.0,133.844
20260622_160257,a47,PHASE_cinc2013_metadata,3.0,1.0,0.0,118.0,134.9367,1.0,0.201,0.2732,3.0,2.0,1.0,142.0,142.207,1.0,0.4003,0.4801,B_WSVD_ICA2_IC2_142bpm,1.0,142.207,142.0,0.4801,0.4003,1.0,0.05,1.0,0.0,1.0,142.0,142.2083
20260622_160257,a48,PHASE_cinc2013_metadata,3.0,1.0,0.0,109.0,126.8206,1.0,0.2009,0.3225,3.0,2.0,1.0,137.0,137.3446,1.0,0.4001,0.404,B_WSVD_ICA2_IC2_137bpm,1.0,137.3446,137.0,0.404,0.4001,1.0,0.05,1.0,0.0,1.0,137.0,137.339
20260622_160257,a49,PHASE_cinc2013_metadata,3.0,1.0,0.0,146.0,147.1687,1.0,0.4001,0.9901,3.0,1.0,0.0,136.0,141.2593,1.0,0.6009,0.3318,A_ICA1_direct_IC1_147bpm,0.0,147.1687,146.0,0.9901,0.4001,0.0,0.05,0.0,0.0,1.0,146.0,147.0852
20260622_160257,a50,PHASE_cinc2013_metadata,3.0,1.0,2.0,141.0,141.353,1.0,1.0,0.7113,3.0,1.0,0.0,141.0,141.3556,1.0,1.0,0.7016,B_WSVD_ICA2_IC1_141bpm,0.0,141.3556,141.0,0.7016,1.0,0.0,0.05,0.0,0.0,1.0,141.0,141.3554
20260622_160257,a51,PHASE_cinc2013_metadata,3.0,2.0,0.0,130.0,139.0325,1.0,1.0,0.5231,3.0,1.0,0.0,126.0,132.4331,1.0,0.4001,0.5663,B_WSVD_ICA2_IC1_132bpm,0.0,132.4331,126.0,0.5663,0.4001,0.0,0.05,0.0,0.0,1.0,131.0,136.5306
20260622_160257,a52,PHASE_cinc2013_metadata,3.0,1.0,0.0,138.0,141.478,1.0,0.4007,0.5406,3.0,0.0,1.0,125.0,135.9083,1.0,0.2042,0.5103,B_WSVD_ICA2_IC2_136bpm,1.0,135.9083,125.0,0.5103,0.2042,0.0,0.05,0.0,0.0,1.0,126.0,137.0718
20260622_160257,a53,PHASE_cinc2013_metadata,3.0,1.0,0.0,139.0,146.464,1.0,0.6001,0.2779,3.0,2.0,0.0,143.0,148.692,1.0,0.4,0.5164,B_WSVD_ICA2_IC1_149bpm,0.0,148.692,143.0,0.5164,0.4,1.0,0.05,1.0,0.0,1.0,143.0,148.7282
20260622_160257,a54,PHASE_cinc2013_metadata,3.0,0.0,2.0,140.0,147.5037,1.0,0.4,0.2356,3.0,0.0,2.0,130.0,140.3199,1.0,0.4001,0.2558,B_WSVD_ICA2_IC3_140bpm,2.0,140.3199,130.0,0.2558,0.4001,0.0,0.05,0.0,1.0,1.0,129.0,138.7842
20260622_160257,a55,PHASE_cinc2013_metadata,3.0,1.0,0.0,134.0,143.371,1.0,0.6,0.2546,3.0,2.0,1.0,143.0,143.7011,1.0,0.4001,0.3784,B_WSVD_ICA2_IC2_144bpm,1.0,143.7011,143.0,0.3784,0.4001,0.0,0.05,0.0,0.0,1.0,143.0,143.7098
20260622_160257,a56,PHASE_cinc2013_metadata,3.0,1.0,0.0,134.0,141.9879,1.0,0.6,0.4164,3.0,0.0,2.0,140.0,147.9825,1.0,0.6001,0.4835,B_WSVD_ICA2_IC3_148bpm,2.0,147.9825,140.0,0.4835,0.6001,0.0,0.05,0.0,0.0,1.0,140.0,148.2456
20260622_160257,a57,PHASE_cinc2013_metadata,3.0,1.0,0.0,148.0,148.2954,1.0,0.4,1.0452,3.0,1.0,2.0,148.0,148.2543,1.0,0.4001,1.0358,B_WSVD_ICA2_IC3_148bpm,2.0,148.2543,148.0,1.0358,0.4001,0.0,0.05,0.0,0.0,1.0,148.0,148.253
20260622_160257,a58,PHASE_cinc2013_metadata,3.0,1.0,0.0,137.0,138.3411,1.0,0.6004,0.5455,3.0,2.0,0.0,127.0,131.919,1.0,0.4009,0.5531,B_WSVD_ICA2_IC1_132bpm,0.0,131.919,127.0,0.5531,0.4009,0.0,0.05,0.0,0.0,1.0,128.0,132.6787
20260622_160257,a59,PHASE_cinc2013_metadata,3.0,1.0,0.0,153.0,153.6126,1.0,0.6002,0.8732,3.0,1.0,0.0,153.0,153.6437,1.0,1.0,0.8718,B_WSVD_ICA2_IC1_154bpm,0.0,153.6437,153.0,0.8718,1.0,0.0,0.05,0.0,0.0,1.0,153.0,153.6306
20260622_160257,a60,PHASE_cinc2013_metadata,3.0,1.0,0.0,0.0,,0.0,0.2001,0.0,3.0,2.0,1.0,113.0,127.7309,1.0,0.6,0.0744,B_WSVD_ICA2_IC2_128bpm,1.0,127.7309,113.0,0.0744,0.6,0.0,0.05,0.0,0.0,1.0,113.0,127.7216
20260622_160257,a61,PHASE_cinc2013_metadata,3.0,1.0,0.0,139.0,147.8805,1.0,0.6001,0.3101,3.0,2.0,0.0,131.0,136.0983,1.0,0.9998,0.3943,B_WSVD_ICA2_IC1_136bpm,0.0,136.0983,131.0,0.3943,0.9998,1.0,0.05,1.0,0.0,1.0,131.0,136.2051
20260622_160257,a62,PHASE_cinc2013_metadata,3.0,0.0,2.0,135.0,143.1684,1.0,0.4001,0.247,3.0,0.0,1.0,97.0,118.0218,1.0,0.4001,0.3147,B_WSVD_ICA2_IC2_118bpm,1.0,118.0218,97.0,0.3147,0.4001,0.0,0.05,0.0,0.0,1.0,97.0,118.0227
20260622_160257,a63,PHASE_cinc2013_metadata,3.0,1.0,0.0,139.0,139.7086,1.0,0.6005,0.5393,3.0,2.0,0.0,128.0,133.3299,1.0,0.4013,0.3883,A_ICA1_direct_IC1_140bpm,0.0,139.7086,139.0,0.5393,0.6005,0.0,0.05,0.0,0.0,1.0,139.0,139.7099
20260622_160257,a64,PHASE_cinc2013_metadata,3.0,1.0,0.0,136.0,137.2455,1.0,0.6004,0.5891,3.0,1.0,0.0,124.0,130.973,1.0,0.4013,0.3853,A_ICA1_direct_IC1_137bpm,0.0,137.2455,136.0,0.5891,0.6004,0.0,0.05,0.0,0.0,1.0,136.0,137.0159
20260622_160257,a65,PHASE_cinc2013_metadata,3.0,1.0,2.0,141.0,147.8802,1.0,0.6001,0.3071,3.0,1.0,0.0,132.0,138.2881,1.0,0.4,0.3523,B_WSVD_ICA2_IC1_138bpm,0.0,138.2881,132.0,0.3523,0.4,0.0,0.05,0.0,0.0,1.0,133.0,138.4152
20260622_160257,a66,PHASE_cinc2013_metadata,3.0,1.0,2.0,138.0,145.2101,1.0,0.6002,0.2715,3.0,2.0,0.0,125.0,127.5786,1.0,0.4002,0.3734,B_WSVD_ICA2_IC1_128bpm,0.0,127.5786,125.0,0.3734,0.4002,0.0,0.05,0.0,0.0,1.0,125.0,127.5786
20260622_160257,a67,PHASE_cinc2013_metadata,3.0,2.0,1.0,135.0,142.5316,1.0,1.0,0.2843,3.0,0.0,2.0,138.0,145.6326,1.0,0.4,0.5107,B_WSVD_ICA2_IC3_146bpm,2.0,145.6326,138.0,0.5107,0.4,0.0,0.05,0.0,0.0,1.0,138.0,145.6325
20260622_160257,a68,PHASE_cinc2013_metadata,3.0,1.0,0.0,140.0,140.6495,1.0,1.0,0.7501,3.0,1.0,2.0,138.0,139.6037,1.0,0.6,0.6603,A_ICA1_direct_IC1_141bpm,0.0,140.6495,140.0,0.7501,1.0,0.0,0.05,0.0,0.0,1.0,140.0,140.6518
20260622_160257,a69,PHASE_cinc2013_metadata,3.0,2.0,1.0,139.0,144.8142,1.0,1.0,0.3159,3.0,0.0,2.0,133.0,139.8121,1.0,0.4003,0.9381,B_WSVD_ICA2_IC3_140bpm,2.0,139.8121,133.0,0.9381,0.4003,0.0,0.05,0.0,0.0,1.0,133.0,139.8123
20260622_160257,a70,PHASE_cinc2013_metadata,3.0,1.0,0.0,133.0,142.5304,1.0,0.4,0.262,3.0,0.0,2.0,136.0,138.7968,1.0,0.6002,0.3696,B_WSVD_ICA2_IC3_139bpm,2.0,138.7968,136.0,0.3696,0.6002,0.0,0.05,0.0,0.0,1.0,135.0,138.1472
20260622_160257,a71,PHASE_cinc2013_metadata,3.0,1.0,0.0,134.0,142.198,1.0,0.6005,0.2937,3.0,2.0,1.0,134.0,142.2117,1.0,0.4008,0.2993,B_WSVD_ICA2_IC2_142bpm,1.0,142.2117,134.0,0.2993,0.4008,1.0,0.05,1.0,0.0,1.0,133.0,142.7772
20260622_160257,a72,PHASE_cinc2013_metadata,3.0,2.0,0.0,147.0,153.0898,1.0,1.0,0.3239,3.0,2.0,0.0,152.0,157.9212,1.0,0.6,0.576,B_WSVD_ICA2_IC1_158bpm,0.0,157.9212,152.0,0.576,0.6,0.0,0.05,0.0,0.0,1.0,152.0,157.9217
20260622_160257,a73,PHASE_cinc2013_metadata,3.0,1.0,0.0,104.0,110.3105,1.0,0.2046,0.0257,3.0,1.0,0.0,106.0,113.8652,1.0,0.3053,0.0235,B_WSVD_ICA2_IC1_114bpm,0.0,113.8652,106.0,0.0235,0.3053,1.0,0.05,1.0,0.0,1.0,107.0,115.3797
20260622_160257,a74,PHASE_cinc2013_metadata,3.0,1.0,0.0,140.0,148.0706,1.0,0.6,0.282,3.0,0.0,1.0,132.0,136.8101,1.0,0.4819,0.3778,B_WSVD_ICA2_IC2_137bpm,1.0,136.8101,132.0,0.3778,0.4819,0.0,0.05,0.0,0.0,1.0,134.0,138.5307
20260622_160257,a75,PHASE_cinc2013_metadata,3.0,1.0,0.0,134.0,135.1311,1.0,0.601,0.469,3.0,1.0,2.0,130.0,132.5829,1.0,0.4003,0.4872,B_WSVD_ICA2_IC3_133bpm,2.0,132.5829,130.0,0.4872,0.4003,0.0,0.05,0.0,0.0,1.0,130.0,132.7835
